Name,Date,Close/Last,Volume,Open,High,Low
MSFT,8/15/22,$293.47 ,18085650,$291.00 ,$294.18 ,$290.11 
MSFT,8/12/22,$291.91 ,22619680,$288.48 ,$291.91 ,$286.94 
MSFT,8/11/22,$287.02 ,20065940,$290.85 ,$291.21 ,$286.51 
MSFT,8/10/22,$289.16 ,24687850,$288.17 ,$289.81 ,$286.94 
MSFT,8/9/22,$282.30 ,23405240,$279.64 ,$283.08 ,$277.61 
MSFT,8/8/22,$280.32 ,18757820,$284.05 ,$285.92 ,$279.32 
MSFT,8/5/22,$282.91 ,16774610,$279.15 ,$283.65 ,$278.68 
MSFT,8/4/22,$283.65 ,18098670,$281.80 ,$283.80 ,$280.17 
MSFT,8/3/22,$282.47 ,23518870,$276.76 ,$283.50 ,$276.61 
MSFT,8/2/22,$274.82 ,22754180,$276.00 ,$277.89 ,$272.38 
MSFT,8/1/22,$278.01 ,21539580,$277.82 ,$281.28 ,$275.84 
MSFT,7/29/22,$280.74 ,32152750,$277.70 ,$282.00 ,$276.63 
MSFT,7/28/22,$276.41 ,33459330,$269.75 ,$277.84 ,$267.87 
MSFT,7/27/22,$268.74 ,45994050,$261.16 ,$270.05 ,$258.85 
MSFT,7/26/22,$251.90 ,39347960,$259.86 ,$259.88 ,$249.57 
MSFT,7/25/22,$258.83 ,21056000,$261.00 ,$261.50 ,$256.81 
MSFT,7/22/22,$260.36 ,21881290,$265.24 ,$265.33 ,$259.07 
MSFT,7/21/22,$264.84 ,22404680,$259.79 ,$264.89 ,$257.03 
MSFT,7/20/22,$262.27 ,22788280,$259.90 ,$264.87 ,$258.91 
MSFT,7/19/22,$259.53 ,25012560,$257.58 ,$259.72 ,$253.68 
MSFT,7/18/22,$254.25 ,20975030,$259.75 ,$260.84 ,$253.30 
MSFT,7/15/22,$256.72 ,29774050,$255.72 ,$260.37 ,$254.77 
MSFT,7/14/22,$254.08 ,25102820,$250.57 ,$255.14 ,$245.94 
MSFT,7/13/22,$252.72 ,29497420,$250.19 ,$253.55 ,$248.11 
MSFT,7/12/22,$253.67 ,35868450,$265.88 ,$265.94 ,$252.04 
MSFT,7/11/22,$264.51 ,19519110,$265.65 ,$266.53 ,$262.18 
MSFT,7/8/22,$267.66 ,19658750,$264.79 ,$268.10 ,$263.29 
MSFT,7/7/22,$268.40 ,20859870,$265.12 ,$269.06 ,$265.02 
MSFT,7/6/22,$266.21 ,23824420,$263.75 ,$267.99 ,$262.40 
MSFT,7/5/22,$262.85 ,22971630,$256.16 ,$262.98 ,$254.74 
MSFT,7/1/22,$259.58 ,22837690,$256.39 ,$259.77 ,$254.61 
MSFT,6/30/22,$256.83 ,31730870,$257.05 ,$259.53 ,$252.90 
MSFT,6/29/22,$260.26 ,20069840,$257.59 ,$261.97 ,$255.76 
MSFT,6/28/22,$256.48 ,27380250,$263.98 ,$266.91 ,$256.32 
MSFT,6/27/22,$264.89 ,24615110,$268.21 ,$268.30 ,$263.28 
MSFT,6/24/22,$267.70 ,33923230,$261.81 ,$267.98 ,$261.72 
MSFT,6/23/22,$258.86 ,25861450,$255.57 ,$259.37 ,$253.63 
MSFT,6/22/22,$253.13 ,25961220,$251.89 ,$257.17 ,$250.37 
MSFT,6/21/22,$253.74 ,29928300,$250.26 ,$254.75 ,$249.51 
MSFT,6/17/22,$247.65 ,43084780,$244.70 ,$250.50 ,$244.03 
MSFT,6/16/22,$244.97 ,33169160,$245.98 ,$247.42 ,$243.02 
MSFT,6/15/22,$251.76 ,33111730,$248.31 ,$255.30 ,$246.42 
MSFT,6/14/22,$244.49 ,28651490,$243.86 ,$245.74 ,$241.51 
MSFT,6/13/22,$242.26 ,46135790,$245.11 ,$249.02 ,$241.53 
MSFT,6/10/22,$252.99 ,31445840,$260.58 ,$260.58 ,$252.53 
MSFT,6/9/22,$264.79 ,26439730,$267.78 ,$272.71 ,$264.63 
MSFT,6/8/22,$270.41 ,17372340,$271.71 ,$273.00 ,$269.61 
MSFT,6/7/22,$272.50 ,22860680,$266.64 ,$273.13 ,$265.94 
MSFT,6/6/22,$268.75 ,22400340,$272.06 ,$274.18 ,$267.22 
MSFT,6/3/22,$270.02 ,28058960,$270.31 ,$273.45 ,$268.41 
MSFT,6/2/22,$274.58 ,44008210,$264.45 ,$274.65 ,$261.60 
MSFT,6/1/22,$272.42 ,25292170,$275.20 ,$277.69 ,$270.04 
MSFT,5/31/22,$271.87 ,37827700,$272.53 ,$274.77 ,$268.93 
MSFT,5/27/22,$273.24 ,26910810,$268.48 ,$273.34 ,$267.56 
MSFT,5/26/22,$265.90 ,25002110,$262.27 ,$267.11 ,$261.43 
MSFT,5/25/22,$262.52 ,28547950,$258.14 ,$264.58 ,$257.13 
MSFT,5/24/22,$259.62 ,29043900,$257.89 ,$261.33 ,$253.50 
MSFT,5/23/22,$260.65 ,33175380,$255.49 ,$261.50 ,$253.43 
MSFT,5/20/22,$252.56 ,39199280,$257.24 ,$258.54 ,$246.44 
MSFT,5/19/22,$253.14 ,32692290,$253.90 ,$257.67 ,$251.88 
MSFT,5/18/22,$254.08 ,31355990,$263.00 ,$263.60 ,$252.77 
MSFT,5/17/22,$266.82 ,28828800,$266.11 ,$268.33 ,$262.46 
MSFT,5/16/22,$261.50 ,32550930,$259.96 ,$265.82 ,$255.78 
MSFT,5/13/22,$261.12 ,34925090,$257.35 ,$263.04 ,$255.35 
MSFT,5/12/22,$255.35 ,51033800,$257.69 ,$259.88 ,$250.02 
MSFT,5/11/22,$260.55 ,48975900,$265.68 ,$271.36 ,$259.30 
MSFT,5/10/22,$269.50 ,39336420,$271.69 ,$273.75 ,$265.07 
MSFT,5/9/22,$264.58 ,47725950,$270.06 ,$272.36 ,$263.32 
MSFT,5/6/22,$274.73 ,37780320,$274.81 ,$279.25 ,$271.27 
MSFT,5/5/22,$277.35 ,43260390,$285.54 ,$286.35 ,$274.34 
MSFT,5/4/22,$289.98 ,33599320,$282.59 ,$290.88 ,$276.73 
MSFT,5/3/22,$281.78 ,25978610,$283.96 ,$284.13 ,$280.15 
MSFT,5/2/22,$284.47 ,35151110,$277.71 ,$284.94 ,$276.22 
MSFT,4/29/22,$277.52 ,37073920,$288.61 ,$289.88 ,$276.50 
MSFT,4/28/22,$289.63 ,33646570,$285.19 ,$290.98 ,$281.46 
MSFT,4/27/22,$283.22 ,63477690,$282.10 ,$290.97 ,$279.16 
MSFT,4/26/22,$270.22 ,46518450,$277.50 ,$278.36 ,$270.00 
MSFT,4/25/22,$280.72 ,35678850,$273.29 ,$281.11 ,$270.77 
MSFT,4/22/22,$274.03 ,29405800,$281.68 ,$283.20 ,$273.38 
MSFT,4/21/22,$280.81 ,29454590,$288.58 ,$293.30 ,$280.06 
MSFT,4/20/22,$286.36 ,22906670,$289.40 ,$289.70 ,$285.37 
MSFT,4/19/22,$285.30 ,22297720,$279.38 ,$286.17 ,$278.41 
MSFT,4/18/22,$280.52 ,20778000,$278.91 ,$282.46 ,$278.34 
MSFT,4/14/22,$279.83 ,28221610,$288.09 ,$288.31 ,$279.32 
MSFT,4/13/22,$287.62 ,21907180,$282.73 ,$288.58 ,$281.30 
MSFT,4/12/22,$282.06 ,30966720,$289.24 ,$290.74 ,$280.49 
MSFT,4/11/22,$285.26 ,34569260,$291.79 ,$292.61 ,$285.00 
MSFT,4/8/22,$296.97 ,24361920,$300.44 ,$301.12 ,$296.28 
MSFT,4/7/22,$301.37 ,31411160,$296.66 ,$303.65 ,$296.35 
MSFT,4/6/22,$299.50 ,40110370,$305.19 ,$307.00 ,$296.71 
MSFT,4/5/22,$310.88 ,23156720,$313.27 ,$314.87 ,$309.87 
MSFT,4/4/22,$314.97 ,24335870,$310.09 ,$315.11 ,$309.71 
MSFT,4/1/22,$309.42 ,27110530,$309.37 ,$310.13 ,$305.54 
MSFT,3/31/22,$308.31 ,33422070,$313.90 ,$315.14 ,$307.89 
MSFT,3/30/22,$313.86 ,28163560,$313.76 ,$315.95 ,$311.58 
MSFT,3/29/22,$315.41 ,30393400,$313.91 ,$315.82 ,$309.05 
MSFT,3/28/22,$310.70 ,29578190,$304.33 ,$310.80 ,$304.33 
MSFT,3/25/22,$303.68 ,22566450,$305.23 ,$305.50 ,$299.29 
MSFT,3/24/22,$304.10 ,24484460,$299.14 ,$304.20 ,$298.32 
MSFT,3/23/22,$299.49 ,25715380,$300.51 ,$303.23 ,$297.72 
MSFT,3/22/22,$304.06 ,27599690,$299.80 ,$305.00 ,$298.77 
MSFT,3/21/22,$299.16 ,28351250,$298.89 ,$300.14 ,$294.90 
MSFT,3/18/22,$300.43 ,43390630,$295.37 ,$301.00 ,$292.73 
MSFT,3/17/22,$295.22 ,30816630,$293.29 ,$295.61 ,$289.37 
MSFT,3/16/22,$294.39 ,37826330,$289.11 ,$294.57 ,$283.20 
MSFT,3/15/22,$287.15 ,34245090,$280.35 ,$287.82 ,$278.73 
MSFT,3/14/22,$276.44 ,30660750,$280.34 ,$285.40 ,$275.82 
MSFT,3/11/22,$280.07 ,27209330,$287.96 ,$289.51 ,$279.43 
MSFT,3/10/22,$285.59 ,30628010,$283.02 ,$286.60 ,$280.58 
MSFT,3/9/22,$288.50 ,35204480,$283.44 ,$289.60 ,$280.78 
MSFT,3/8/22,$275.85 ,48159480,$277.80 ,$283.96 ,$270.00 
MSFT,3/7/22,$278.91 ,43157180,$288.53 ,$289.69 ,$278.53 
MSFT,3/4/22,$289.86 ,32369660,$294.29 ,$295.66 ,$287.17 
MSFT,3/3/22,$295.92 ,27314470,$302.89 ,$303.13 ,$294.05 
MSFT,3/2/22,$300.19 ,31873010,$295.36 ,$301.47 ,$293.70 
MSFT,3/1/22,$294.95 ,31217780,$296.40 ,$299.97 ,$292.15 
MSFT,2/28/22,$298.79 ,34627460,$294.31 ,$299.14 ,$293.00 
MSFT,2/25/22,$297.31 ,32546720,$295.14 ,$297.63 ,$291.66 
MSFT,2/24/22,$294.59 ,56989690,$272.51 ,$295.16 ,$271.52 
MSFT,2/23/22,$280.27 ,37811170,$290.18 ,$291.70 ,$280.10 
MSFT,2/22/22,$287.72 ,41736120,$285.00 ,$291.54 ,$284.50 
MSFT,2/18/22,$287.93 ,34264010,$293.05 ,$293.86 ,$286.31 
MSFT,2/17/22,$290.73 ,32461580,$296.36 ,$296.80 ,$290.00 
MSFT,2/16/22,$299.50 ,29982120,$298.37 ,$300.87 ,$293.68 
MSFT,2/15/22,$300.47 ,27379490,$300.01 ,$300.80 ,$297.02 
MSFT,2/14/22,$295.00 ,36359490,$293.77 ,$296.76 ,$291.35 
MSFT,2/11/22,$295.04 ,39175620,$303.19 ,$304.29 ,$294.22 
MSFT,2/10/22,$302.38 ,45386200,$304.04 ,$309.12 ,$300.70 
MSFT,2/9/22,$311.21 ,31284670,$309.87 ,$311.93 ,$307.39 
MSFT,2/8/22,$304.56 ,32421190,$301.25 ,$305.56 ,$299.95 
MSFT,2/7/22,$300.95 ,28533290,$306.17 ,$307.84 ,$299.90 
MSFT,2/4/22,$305.94 ,35096490,$300.21 ,$308.80 ,$299.97 
MSFT,2/3/22,$301.25 ,43729970,$309.49 ,$311.23 ,$299.96 
MSFT,2/2/22,$313.46 ,36635990,$309.63 ,$315.12 ,$308.88 
MSFT,2/1/22,$308.76 ,40950400,$310.41 ,$310.63 ,$305.13 
MSFT,1/31/22,$310.98 ,46444540,$308.95 ,$312.38 ,$306.37 
MSFT,1/28/22,$308.26 ,49743700,$300.23 ,$308.48 ,$294.45 
MSFT,1/27/22,$299.84 ,53481320,$302.66 ,$307.30 ,$297.93 
MSFT,1/26/22,$296.71 ,90428850,$307.99 ,$308.50 ,$293.03 
MSFT,1/25/22,$288.49 ,72848640,$291.52 ,$294.99 ,$285.17 
MSFT,1/24/22,$296.37 ,86035390,$292.20 ,$297.11 ,$276.05 
MSFT,1/21/22,$296.03 ,57984400,$302.69 ,$304.11 ,$295.61 
MSFT,1/20/22,$301.60 ,35380680,$309.07 ,$311.65 ,$301.14 
MSFT,1/19/22,$303.33 ,45933860,$306.29 ,$313.91 ,$302.70 
MSFT,1/18/22,$302.65 ,42434110,$304.07 ,$309.80 ,$301.74 
MSFT,1/14/22,$310.20 ,39846410,$304.25 ,$310.82 ,$303.75 
MSFT,1/13/22,$304.80 ,45365980,$320.47 ,$320.88 ,$304.00 
MSFT,1/12/22,$318.27 ,34372220,$319.67 ,$323.41 ,$317.08 
MSFT,1/11/22,$314.98 ,29386770,$313.38 ,$316.61 ,$309.89 
MSFT,1/10/22,$314.27 ,44289470,$309.49 ,$314.72 ,$304.69 
MSFT,1/7/22,$314.04 ,32720020,$314.15 ,$316.50 ,$310.09 
MSFT,1/6/22,$313.88 ,39646150,$313.15 ,$318.70 ,$311.49 
MSFT,1/5/22,$316.38 ,40054330,$325.86 ,$326.07 ,$315.98 
MSFT,1/4/22,$329.01 ,32674310,$334.83 ,$335.20 ,$326.12 
MSFT,1/3/22,$334.75 ,28918010,$335.35 ,$338.00 ,$329.78 
MSFT,12/31/21,$336.32 ,18000800,$338.51 ,$339.36 ,$335.85 
MSFT,12/30/21,$339.32 ,15994470,$341.91 ,$343.13 ,$338.82 
MSFT,12/29/21,$341.95 ,15041960,$341.30 ,$344.30 ,$339.68 
MSFT,12/28/21,$341.25 ,15661470,$343.15 ,$343.81 ,$340.32 
MSFT,12/27/21,$342.45 ,19947030,$335.46 ,$342.48 ,$335.43 
MSFT,12/23/21,$334.69 ,19617850,$332.75 ,$336.39 ,$332.73 
MSFT,12/22/21,$333.20 ,24831490,$328.30 ,$333.61 ,$325.75 
MSFT,12/21/21,$327.29 ,24740600,$323.29 ,$327.73 ,$319.80 
MSFT,12/20/21,$319.91 ,28326530,$320.05 ,$322.80 ,$317.57 
MSFT,12/17/21,$323.80 ,47983710,$320.88 ,$324.92 ,$317.25 
MSFT,12/16/21,$324.90 ,35034830,$335.71 ,$336.76 ,$323.02 
MSFT,12/15/21,$334.65 ,35381120,$328.61 ,$335.19 ,$324.50 
MSFT,12/14/21,$328.34 ,44438700,$333.22 ,$334.64 ,$324.11 
MSFT,12/13/21,$339.40 ,28899430,$340.68 ,$343.79 ,$339.08 
MSFT,12/10/21,$342.54 ,38095690,$334.98 ,$343.00 ,$334.79 
MSFT,12/9/21,$333.10 ,22214160,$334.41 ,$336.49 ,$332.12 
MSFT,12/8/21,$334.97 ,24760990,$335.31 ,$335.50 ,$330.80 
MSFT,12/7/21,$334.92 ,31021940,$331.64 ,$335.80 ,$330.10 
MSFT,12/6/21,$326.19 ,30032560,$323.95 ,$327.45 ,$319.23 
MSFT,12/3/21,$323.01 ,41779280,$331.99 ,$332.70 ,$318.03 
MSFT,12/2/21,$329.49 ,30765980,$330.30 ,$333.49 ,$327.80 
MSFT,12/1/21,$330.08 ,33401150,$335.13 ,$339.28 ,$329.39 
MSFT,11/30/21,$330.59 ,42885610,$335.32 ,$337.78 ,$328.99 
MSFT,11/29/21,$336.63 ,28563480,$334.94 ,$339.03 ,$334.74 
MSFT,11/26/21,$329.68 ,24217240,$334.35 ,$337.93 ,$328.12 
MSFT,11/24/21,$337.91 ,21661310,$336.28 ,$338.16 ,$333.91 
MSFT,11/23/21,$337.68 ,30427560,$337.05 ,$339.45 ,$333.56 
MSFT,11/22/21,$339.83 ,31031110,$344.62 ,$349.67 ,$339.55 
MSFT,11/19/21,$343.11 ,21963400,$342.64 ,$345.10 ,$342.20 
MSFT,11/18/21,$341.27 ,22463530,$338.18 ,$342.45 ,$337.12 
MSFT,11/17/21,$339.12 ,19053380,$338.94 ,$342.19 ,$338.00 
MSFT,11/16/21,$339.51 ,20886830,$335.68 ,$340.67 ,$335.51 
MSFT,11/15/21,$336.07 ,16723010,$337.54 ,$337.88 ,$334.03 
MSFT,11/12/21,$336.72 ,23831050,$333.92 ,$337.23 ,$333.79 
MSFT,11/11/21,$332.43 ,16849840,$331.25 ,$333.77 ,$330.51 
MSFT,11/10/21,$330.80 ,25500940,$334.57 ,$334.63 ,$329.92 
MSFT,11/9/21,$335.95 ,21307370,$337.11 ,$338.72 ,$334.53 
MSFT,11/8/21,$336.99 ,20897000,$337.30 ,$337.65 ,$334.44 
MSFT,11/5/21,$336.06 ,22570100,$338.51 ,$338.79 ,$334.42 
MSFT,11/4/21,$336.44 ,23992200,$332.89 ,$336.54 ,$329.51 
MSFT,11/3/21,$334.00 ,21500080,$333.90 ,$334.90 ,$330.65 
MSFT,11/2/21,$333.13 ,26487110,$330.31 ,$333.45 ,$330.00 
MSFT,11/1/21,$329.37 ,27073180,$331.36 ,$331.49 ,$326.37 
MSFT,10/29/21,$331.62 ,34765980,$324.13 ,$332.00 ,$323.90 
MSFT,10/28/21,$324.35 ,26297940,$324.33 ,$324.87 ,$321.36 
MSFT,10/27/21,$323.17 ,52588690,$316.00 ,$326.10 ,$316.00 
MSFT,10/26/21,$310.11 ,28107350,$311.00 ,$312.40 ,$308.60 
MSFT,10/25/21,$308.13 ,17554470,$309.36 ,$309.40 ,$306.46 
MSFT,10/22/21,$309.16 ,17449330,$310.40 ,$311.09 ,$307.80 
MSFT,10/21/21,$310.76 ,16918100,$307.17 ,$311.02 ,$306.36 
MSFT,10/20/21,$307.41 ,16537070,$309.21 ,$309.70 ,$306.11 
MSFT,10/19/21,$308.23 ,17682140,$308.35 ,$309.30 ,$307.22 
MSFT,10/18/21,$307.29 ,22729300,$303.57 ,$308.21 ,$302.69 
MSFT,10/15/21,$304.21 ,25384800,$302.34 ,$304.45 ,$300.52 
MSFT,10/14/21,$302.75 ,27262900,$299.21 ,$303.27 ,$297.83 
MSFT,10/13/21,$296.31 ,23424030,$294.91 ,$297.28 ,$293.49 
MSFT,10/12/21,$292.88 ,17974140,$295.34 ,$295.44 ,$292.35 
MSFT,10/11/21,$294.23 ,19298630,$292.92 ,$297.97 ,$292.75 
MSFT,10/8/21,$294.85 ,17685700,$296.22 ,$296.64 ,$293.76 
MSFT,10/7/21,$294.85 ,20430470,$295.18 ,$296.64 ,$293.92 
MSFT,10/6/21,$293.11 ,28002560,$285.78 ,$293.63 ,$285.51 
MSFT,10/5/21,$288.76 ,24993020,$284.05 ,$290.40 ,$284.05 
MSFT,10/4/21,$283.11 ,31350750,$287.40 ,$287.75 ,$280.25 
MSFT,10/1/21,$289.10 ,30086280,$282.12 ,$289.98 ,$281.29 
MSFT,9/30/21,$281.92 ,32343640,$285.71 ,$287.83 ,$281.62 
MSFT,9/29/21,$284.00 ,26353700,$285.10 ,$286.77 ,$283.01 
MSFT,9/28/21,$283.52 ,43186240,$289.80 ,$290.78 ,$282.75 
MSFT,9/27/21,$294.17 ,23571740,$296.14 ,$296.47 ,$292.94 
MSFT,9/24/21,$299.35 ,14998980,$298.23 ,$299.80 ,$296.93 
MSFT,9/23/21,$299.56 ,18604600,$298.85 ,$300.90 ,$297.53 
MSFT,9/22/21,$298.58 ,26626340,$296.73 ,$300.22 ,$294.51 
MSFT,9/21/21,$294.80 ,22364100,$295.69 ,$297.54 ,$294.07 
MSFT,9/20/21,$294.30 ,38278660,$296.33 ,$298.72 ,$289.52 
MSFT,9/17/21,$299.87 ,41372460,$304.17 ,$304.50 ,$299.53 
MSFT,9/16/21,$305.22 ,19550820,$303.76 ,$305.31 ,$300.76 
MSFT,9/15/21,$304.82 ,28356300,$303.26 ,$305.32 ,$301.82 
MSFT,9/14/21,$299.79 ,21853430,$299.56 ,$301.39 ,$298.10 
MSFT,9/13/21,$296.99 ,23652950,$297.55 ,$298.54 ,$294.08 
MSFT,9/10/21,$295.71 ,19633360,$298.42 ,$299.92 ,$295.38 
MSFT,9/9/21,$297.25 ,19927000,$300.82 ,$302.14 ,$297.00 
MSFT,9/8/21,$300.21 ,15046820,$299.78 ,$300.61 ,$297.47 
MSFT,9/7/21,$300.18 ,17184080,$301.01 ,$301.09 ,$298.20 
MSFT,9/3/21,$301.14 ,14751610,$300.99 ,$302.60 ,$300.26 
MSFT,9/2/21,$301.15 ,16290550,$302.20 ,$303.36 ,$300.18 
MSFT,9/1/21,$301.83 ,18983830,$302.87 ,$305.19 ,$301.49 
MSFT,8/31/21,$301.88 ,26285340,$304.42 ,$304.50 ,$301.50 
MSFT,8/30/21,$303.59 ,16348070,$301.12 ,$304.22 ,$301.06 
MSFT,8/27/21,$299.72 ,22605730,$298.99 ,$300.87 ,$296.83 
MSFT,8/26/21,$299.09 ,17666080,$300.99 ,$302.43 ,$298.95 
MSFT,8/25/21,$302.01 ,20006060,$304.30 ,$304.59 ,$300.42 
MSFT,8/24/21,$302.62 ,18175770,$305.02 ,$305.65 ,$302.00 
MSFT,8/23/21,$304.65 ,22830160,$303.25 ,$305.40 ,$301.85 
MSFT,8/20/21,$304.36 ,40817650,$299.72 ,$305.84 ,$298.06 
MSFT,8/19/21,$296.77 ,29850460,$288.69 ,$297.47 ,$288.64 
MSFT,8/18/21,$290.73 ,21812990,$292.04 ,$294.82 ,$290.27 
MSFT,8/17/21,$293.08 ,20075250,$292.39 ,$293.43 ,$291.08 
MSFT,8/16/21,$294.60 ,22516030,$293.19 ,$294.82 ,$290.02 
MSFT,8/13/21,$292.85 ,18249050,$289.48 ,$292.90 ,$289.30 
MSFT,8/12/21,$289.81 ,14570390,$286.63 ,$289.97 ,$286.34 
MSFT,8/11/21,$286.95 ,13955930,$287.21 ,$288.66 ,$285.86 
MSFT,8/10/21,$286.44 ,18616580,$288.80 ,$289.25 ,$285.20 
MSFT,8/9/21,$288.33 ,16117630,$289.75 ,$291.55 ,$287.81 
MSFT,8/6/21,$289.46 ,16589340,$288.51 ,$289.50 ,$287.62 
MSFT,8/5/21,$289.52 ,13900170,$286.88 ,$289.63 ,$286.10 
MSFT,8/4/21,$286.51 ,16191300,$286.22 ,$287.59 ,$284.65 
MSFT,8/3/21,$287.12 ,17879050,$285.42 ,$287.23 ,$284.00 
MSFT,8/2/21,$284.82 ,16267360,$286.36 ,$286.78 ,$283.74 
MSFT,7/30/21,$284.91 ,20944850,$285.17 ,$286.66 ,$283.91 
MSFT,7/29/21,$286.50 ,18168290,$286.24 ,$288.62 ,$286.08 
MSFT,7/28/21,$286.22 ,33566850,$288.99 ,$290.15 ,$283.83 
MSFT,7/27/21,$286.54 ,33604070,$289.43 ,$289.58 ,$282.95 
MSFT,7/26/21,$289.05 ,23176070,$289.00 ,$289.69 ,$286.64 
MSFT,7/23/21,$289.67 ,22768070,$287.37 ,$289.99 ,$286.50 
MSFT,7/22/21,$286.14 ,23384060,$283.84 ,$286.42 ,$283.42 
MSFT,7/21/21,$281.40 ,24364320,$278.91 ,$281.52 ,$277.29 
MSFT,7/20/21,$279.32 ,26259740,$278.03 ,$280.97 ,$276.26 
MSFT,7/19/21,$277.01 ,32935630,$278.93 ,$280.37 ,$274.45 
MSFT,7/16/21,$280.75 ,26186850,$282.07 ,$284.10 ,$279.46 
MSFT,7/15/21,$281.03 ,22604230,$282.00 ,$282.51 ,$279.83 
MSFT,7/14/21,$282.51 ,23113660,$282.35 ,$283.66 ,$280.55 
MSFT,7/13/21,$280.98 ,26120130,$277.52 ,$282.85 ,$277.39 
MSFT,7/12/21,$277.32 ,18931700,$279.16 ,$279.77 ,$276.58 
MSFT,7/9/21,$277.94 ,23916670,$275.72 ,$278.05 ,$275.32 
MSFT,7/8/21,$277.42 ,24618590,$276.90 ,$278.73 ,$274.87 
MSFT,7/7/21,$279.93 ,23260030,$279.40 ,$280.69 ,$277.15 
MSFT,7/6/21,$277.66 ,31565560,$278.03 ,$279.37 ,$274.30 
MSFT,7/2/21,$277.65 ,26474410,$272.82 ,$278.00 ,$272.50 
MSFT,7/1/21,$271.60 ,16725320,$269.61 ,$271.84 ,$269.60 
MSFT,6/30/21,$270.90 ,21656460,$270.69 ,$271.36 ,$269.60 
MSFT,6/29/21,$271.40 ,19937810,$268.87 ,$271.65 ,$267.98 
MSFT,6/28/21,$268.72 ,19590020,$266.19 ,$268.90 ,$265.91 
MSFT,6/25/21,$265.02 ,25611110,$266.23 ,$267.25 ,$264.76 
MSFT,6/24/21,$266.69 ,21446870,$266.16 ,$267.85 ,$265.47 
MSFT,6/23/21,$265.28 ,19518680,$265.99 ,$266.83 ,$264.43 
MSFT,6/22/21,$265.51 ,24694090,$262.72 ,$265.79 ,$262.40 
MSFT,6/21/21,$262.63 ,26696120,$259.82 ,$263.52 ,$257.92 
MSFT,6/18/21,$259.43 ,37202220,$259.63 ,$262.30 ,$258.75 
MSFT,6/17/21,$260.90 ,27565540,$256.07 ,$261.75 ,$256.01 
MSFT,6/16/21,$257.38 ,27219960,$259.40 ,$260.58 ,$254.42 
MSFT,6/15/21,$258.36 ,18038930,$259.78 ,$259.99 ,$257.68 
MSFT,6/14/21,$259.89 ,19150510,$257.90 ,$259.95 ,$256.80 
MSFT,6/11/21,$257.89 ,18999730,$257.99 ,$258.49 ,$256.61 
MSFT,6/10/21,$257.24 ,24563620,$254.29 ,$257.46 ,$253.67 
MSFT,6/9/21,$253.59 ,17937630,$253.81 ,$255.53 ,$253.21 
MSFT,6/8/21,$252.57 ,22455000,$255.16 ,$256.01 ,$252.51 
MSFT,6/7/21,$253.81 ,23079170,$249.98 ,$254.09 ,$249.81 
MSFT,6/4/21,$250.79 ,25281090,$247.76 ,$251.65 ,$247.51 
MSFT,6/3/21,$245.71 ,25307710,$245.22 ,$246.34 ,$243.00 
MSFT,6/2/21,$247.30 ,19406710,$248.13 ,$249.27 ,$245.84 
MSFT,6/1/21,$247.40 ,23213310,$251.23 ,$251.29 ,$246.96 
MSFT,5/28/21,$249.68 ,18274940,$251.00 ,$252.08 ,$249.56 
MSFT,5/27/21,$249.31 ,24426240,$251.17 ,$251.48 ,$249.25 
MSFT,5/26/21,$251.49 ,17771600,$251.43 ,$252.94 ,$250.75 
MSFT,5/25/21,$251.72 ,17704300,$251.77 ,$252.75 ,$250.82 
MSFT,5/24/21,$250.78 ,21411550,$247.79 ,$251.16 ,$247.51 
MSFT,5/21/21,$245.17 ,21863060,$247.57 ,$248.33 ,$244.74 
MSFT,5/20/21,$246.48 ,21800720,$243.96 ,$247.95 ,$243.86 
MSFT,5/19/21,$243.12 ,25739810,$239.31 ,$243.23 ,$238.60 
MSFT,5/18/21,$243.08 ,20167980,$246.27 ,$246.41 ,$242.90 
MSFT,5/17/21,$245.18 ,24938180,$246.55 ,$246.59 ,$243.52 
MSFT,5/14/21,$248.15 ,23901080,$245.58 ,$249.18 ,$245.49 
MSFT,5/13/21,$243.03 ,29624300,$241.80 ,$245.60 ,$241.42 
MSFT,5/12/21,$239.00 ,36684370,$242.17 ,$244.38 ,$238.07 
MSFT,5/11/21,$246.23 ,33641590,$244.55 ,$246.60 ,$242.57 
MSFT,5/10/21,$247.18 ,29299890,$250.87 ,$251.73 ,$247.12 
MSFT,5/7/21,$252.46 ,27032910,$252.15 ,$254.30 ,$251.17 
MSFT,5/6/21,$249.73 ,26491090,$246.45 ,$249.86 ,$244.69 
MSFT,5/5/21,$246.47 ,21901330,$249.06 ,$249.50 ,$245.82 
MSFT,5/4/21,$247.79 ,32756050,$250.97 ,$251.21 ,$245.76 
MSFT,5/3/21,$251.86 ,19626570,$253.40 ,$254.35 ,$251.12 
MSFT,4/30/21,$252.18 ,30945100,$249.74 ,$253.08 ,$249.60 
MSFT,4/29/21,$252.51 ,40589020,$255.46 ,$256.10 ,$249.00 
MSFT,4/28/21,$254.56 ,46903120,$256.08 ,$256.54 ,$252.95 
MSFT,4/27/21,$261.97 ,31014210,$261.59 ,$263.19 ,$260.12 
MSFT,4/26/21,$261.55 ,19763350,$261.66 ,$262.44 ,$260.17 
MSFT,4/23/21,$261.15 ,21499290,$257.88 ,$261.51 ,$257.27 
MSFT,4/22/21,$257.17 ,25606150,$260.21 ,$261.78 ,$255.64 
